1,25147
0,943397
0,956975
0,680777
0,272867
0,704181
0,831034
0,404368
0,377947
0,844928
0,581493
0,496348
0,481548
0,487
0,543799
0,408188
0,527478
0,460724
0,506685
0,446058
0,332319
0,273519
0,149464
0,238483
0,478991
0,379998
0,476032
0,4092
0,135745
0,489496
0,136494
0,225518
0,53916
0,257245
0,465902
0,32827
0,52039
0,286287
0,178773
0,262482
0,408481
0,113105
0,077195
0,44699
0,315473
0,235748
0,532791
0,263252
0,498947
0,384621
0,165746
0,265609
0,488964
0,227853
0,548914
0,26639
0,0644283
0,128029
0,0653036
0,0394418
0,0451721
0,0735501
0,234505
0,524139
0,318429
0,481907
0,0380026
0,543059
0,152338
0,0588462
0,0547967
0,327683
0,0520344
0,0421307
0,479943
0,0381806
0,176884
0,0266789
0,404141
0,0456293
0,274003
0,182014
0,615935
0,0491901
0,329353
0,0214375
0,0261743
0,360659
0,416431
0,0759684
0,121319
0,0148898
0,487687
0,240089
0,445455
0,0146049
0,139009
0,0782563
0,342749
0,246199
0,0280773
0,083326
0,0178636
0,263704
0,416591
0,121708
0,0128793
0,354771
0,160026
0,440867
0,5861
0,458726
0,340846
0,204598
0,519937
0,194036
0,0769303
0,283822
0,0874566
0,0706241
0,0275093
0,509911
0,06618
0,454147
0,380961
0,350348
0,0122909
0,0170867
0,364248
0,39467
0,489984
0,101497
0,192596
0,040629
0,548275
0,188894
0,358342
0,0350775
0,0102268
0,459309
0,261362
0,0792587
0,038555
0,0211073
0,271842
0,461262
0,181093
0,0387715
0,0141184
0,112904
0,0147909
0,0297061
0,34184
0,0801195
0,419138
0,547938
0,291983
0,0906694
0,0430998
0,0612195
0,428502
0,00866351
0,0217042
0,13848
0,00792243
0,363099
0,0571676
0,0120954
0,00664535
0,109532
0,00553774
0,00905212
0,0187865
0,333962
0,0142833
0,162999
0,0102216
0,451358
0,366817
0,250081
0,211392
0,00845477
0,0513457
0,19143
0,0544649
0,00711094
0,469409
0,303903
0,108081
0,0369842
0,00690991
0,00418497
0,113403
0,047575
0,0235797
0,514247
0,340038
0,0063588
0,0396611
0,251922
0,239883
0,124055
0,0851155
0,00446987
0,0598213
0,0105171
0,0226486
0,00538502
0,0192199
0,246637
0,0242889
0,0519131
0,00744335
0,152382
0,0152536
0,00392649
0,00447296
0,0147843
0,00973424
0,00783439
0,356306
0,0781398
0,511978
0,18244
0,0280134
0,358041
0,196459
0,0568367
0,184991
0,0982406
0,11362
0,0810298
0,499387
0,0585787
0,360992
0,101131
0,281623
0,032135
0,0455403
0,00621437
0,0189164
0,0245359
0,0175726
0,0243818
0,00545854
0,486681
0,357719
0,00384552
0,00913842
0,371112
0,0270175
0,00698487
0,0044101
0,0939585
0,114588
0,00784585
0,139473
0,392343
0,0502684
0,135677
0,00450044
0,437655
0,0479014
0,0469029
0,0242676
0,27873
0,03494
0,0143607
0,0161695
0,381542
0,0157094
0,0135961
0,218517
0,020734
0,0967564
0,037517
0,00374642
0,0514918
0,344283
0,0953364
0,0802476
0,387584
0,33654
0,185525
0,214827
0,0652819
0,0660826
0,457103
0,234265
0,0042276
0,072997
0,386751
0,212678
0,00373178
0,143889
0,0630876
0,0415154
0,350813
0,0879768
0,178094
0,134222
0,0302719
0,00315605
0,241463
0,383844
0,209949
0,264311
0,120991
0,00280227
0,131542
0,00338406
0,386403
0,0765914
0,0584693
0,0781648
0,0327222
0,00843881
0,00639486
0,103002
0,033605
0,00236307
0,00448754
0,0210702
0,0160052
0,00374928
0,01385
0,233013
0,00333767
0,152375
0,510799
0,0136916
0,0876974
0,0549842
0,155248
0,413546
0,117292
0,125963
0,0114594
0,00293423
0,058039
0,00980694
0,00241347
0,28732
0,0798901
0,047681
0,323478
0,111565
0,212762
0,0411023
0,00286376
0,0359413
0,301045
0,0335148
0,148
0,0767458
0,0238876
0,44505
0,0024563
0,0468887
0,215257
0,025961
0,00251406
0,0409816
0,169114
0,0190496
0,0455532
0,213313
0,415984
0,00931423
0,0652443
0,026132
0,0075815
0,31371
0,157408
0,00218915
0,0231067
0,0567509
0,00240555
0,163253
0,135272
0,00296501
0,102707
0,153126
0,0791511
0,0177315
0,0244539
0,00622677
0,126561
0,126565
0,0387327
0,174519
0,295678
0,00208661
0,0886076
0,00190874
0,0370731
0,00214029
0,0981478
0,0027233
0,0157789
0,0429356
0,0271669
0,00160197
0,230251
0,00252465
0,0183328
0,124742
0,0555874
0,0475669
0,0128987
0,00241004
0,001648
0,198292
0,00566523
0,0234309
0,00183278
0,0889563
0,017445
0,130311
0,0287483
0,00523168
0,197937
0,0142348
0,0320905
0,0176287
0,219605
0,00170392
0,0563771
0,00503309
0,0497219
0,00469425
0,0432394
0,461404
0,00228721
0,00791875
0,0400465
0,00475439
0,0205193
0,236865
0,0109934
0,00157392
0,0891566
0,00751841
0,0841808
0,142172
0,00459188
0,114325
0,0250858
0,0645247
0,00422157
0,0155507
0,00193104
0,00184305
0,197428
0,00898452
0,0014934
0,00146251
0,0861735
0,174437
0,0750991
0,213171
0,00184963
0,0225084
0,0013288
0,197285
0,0263828
0,00770089
0,0960208
0,0221764
0,0121607
0,00123708
0,0269442
0,160727
0,0959136
0,020585
0,000977264
0,464375
0,232646
0,0256189
0,0169971
0,0649828
0,0119069
0,0184545
0,128688
0,0930311
0,0015003
0,0636304
0,00149318
0,0356355
0,00918623
0,0179534
0,00698762
0,228024
0,199832
0,20853
0,0114442
0,0789256
0,0018117
0,0090697
0,0123211
0,00666852
0,0660766
0,0964089
0,17146
0,017835
0,0213852
0,00139083
0,13013
0,0463526
0,165741
0,436288
0,0865651
0,0343606
0,00170915
0,26033
0,133277
0,180345
0,132329
0,05066
0,00192322
0,011453
0,00179105
0,0114177
0,0253561
0,00101005
0,141401
0,435963
0,0690142
0,00153569
0,0142071
0,0231931
0,00528339
0,0312034
0,0229193
0,0971907
0,145665
0,0695362
0,00437104
0,0144635
0,0510253
0,0991192
0,205849
0,00389605
0,0790128
0,00983812
0,0529391
0,0181181
0,0112036
0,00102766
0,00518088
0,059844
0,0227086
0,00526168
0,0112493
0,0121508
0,00766695
0,00270348
0,0402366
0,147684
0,0128292
0,190565
0,0194114
0,0305544
0,00104253
0,461564
0,00761699
0,0723692
0,152927
0,0759773
0,129771
0,0926435
0,0228
0,0011214
0,00406451
0,0726171
0,0464903
0,0134617
0,0188918
0,000962167
0,365962
0,0650045
0,016402
0,17832
0,0588774
0,0195764
0,0816613
0,113235
0,00105021
0,00387174
0,0245869
0,00107154
0,213844
0,0450243
0,0435882
0,0226027
0,0270491
0,171557
0,00341157
0,33631
0,0499858
0,0524402
0,0157415
0,00119335
0,0011102
0,00103943
0,14738
0,0659961
0,00340182
0,116768
0,0115423
0,00849173
0,0747621
0,0262697
0,000949479
0,000977064
0,00643969
0,341477
0,0581092
0,0303023
0,0205717
0,000992042
0,028292
0,0283962
0,00790676
0,150859
0,0247361
0,049721
0,0192567
0,0122936
0,0347941
0,0177028
0,0344161
0,00855566
0,0961801
0,188838
0,177527
0,0880009
0,0209058
0,092477
0,0582786
0,0250354
0,0320938
0,0156599
0,0712347
0,238357
0,195689
0,0293828
0,00124571
0,0292184
0,0337865
0,00312173
0,0247032
0,199671
0,000990648
0,0116541
0,288926
0,00090585
0,0878
0,0148488
0,00165734
0,241707
0,00892839
0,0169359
0,0317597
0,00933283
0,0171218
0,00791278
0,000847023
0,0571353
0,0689669
0,133659
0,0142082
0,0278257
0,0109426
0,00269284
0,0330446
0,00855466
0,00581365
0,0802631
0,000889435
0,205067
0,000951019
0,00084232
0,170056
0,0694523
0,00761243
0,0170486
0,00507754
0,00767917
0,00616849
0,0171028
0,0184712
0,25309
0,0065236
0,107031
0,0126271
0,00733736
0,0119739
0,0113202
0,164083
0,0517506
0,0233095
0,031646
0,188352
0,0379201
0,00225445
0,00213385
0,0012507
0,0187077
0,0990911
0,0375698
0,00394588
0,0118179
0,00093879
0,197794
0,038727
0,000886106
0,000834708
0,0214004
0,306941
0,0181141
0,0332623
0,0180866
0,0493888
0,0118156
0,126414
0,0305193
0,00279643
0,00633708
0,00132399
0,0250487
0,189683
0,0021666
0,0523422
0,0104423
0,0219355
0,0199727
0,00463122
0,0627584
0,0781703
0,0132454
0,0250966
0,0472638
0,0130164
0,0213839
0,00825108
0,0512524
0,0526684
0,00180762
0,0112185
0,012452
0,0066545
0,001215
0,00511132
0,401988
0,0951557
0,00227654
0,00101447
0,00552569
0,0184467
0,0373056
0,0318594
0,0176687
0,0154363
0,14363
0,0123606
0,00559496
0,0205825
0,000926981
0,00498715
0,250499
0,00418938
0,0875901
0,0374767
0,0208512
0,00739501
0,00606531
0,0210823
0,00413939
0,00672142
0,0503935
0,0472065
0,0329752
0,117061
0,00559099
0,0198617
0,0101921
0,0158082
0,0801985
0,0571215
0,0251408
0,0608187
0,0647405
0,00978067
0,0146287
0,00473126
0,0129573
0,0497648
0,0216717
0,000926755
0,00410755
0,380083
0,0290341
0,0194414
0,000757294
0,0631774
0,0123539
0,000682998
0,134058
0,0105983
0,00715324
0,00522595
0,0859451
0,0417262
0,00441281
0,00682875
0,00122984
0,00319722
0,00523638
0,000755868
0,0179832
0,00909477
0,0442333
0,00248441
0,0012333
0,00287707
0,0150447
0,00205154
0,00116447
0,036782
0,000722657
0,00407171
0,00744984
0,00151181
0,0433938
0,0159458
0,173172
0,0209058
0,0415643
0,0114643
0,00158492
0,000628613
0,0196304
0,428818
0,0440503
0,0378357
0,0589119
0,00197524
0,0207104
0,000573045
0,0478373
0,000982936
0,0329766
0,0103037
0,0075597
0,0254505
0,00370654
0,00922149
0,011372
0,000563953
0,148353
0,010634
0,08368
0,00391695
0,0633698
0,0236567
0,00403409
0,0758184
0,0241721
0,000593049
0,00575814
0,00459131
0,000560176
0,00374357
0,00154096
0,00310383
0,00264209
0,000534441
0,040651
0,0103758
0,00142371
0,00551064
0,0621696
0,379066
0,000505243
0,0724029
0,0170335
0,00535016
0,0189123
0,0255531
0,173837
0,0289272
0,000794944
0,0042585
0,0120356
0,00054046
0,0353246
0,0048806
0,00466506
0,000839356
0,0179387
0,00549035
0,271454
0,0746796
0,0324342
0,0332381
0,027875
0,0657545
0,0344164
0,00604593
0,00495422
0,0174944
0,0237247
0,0194879
0,0108345
0,0069604
0,0048807
0,0231495
0,123793
0,00791207
0,00563163
0,00641777
0,0231107
0,00221872
0,00142748
0,00183316
0,00421734
0,374451
0,0257764
0,00343106
0,112678
0,022014
0,0227957
0,0152021
0,00113357
0,00248785
0,0140381
0,00210935
0,0434777
0,00465801
0,0632594
0,00243179
0,00046852
0,0324846
0,000851419
0,0279156
0,00659165
0,00102237
0,0241872
0,00405733
0,000668693
0,030808
0,0326587
0,00436014
0,0030034
0,0254338
0,013877
0,00900778
0,000966447
0,00271601
0,00358074
0,00354225
0,00146732
0,0281905
0,00536097
0,0263933
